Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID
"Ajisafe, Tesleem",57223097550,1,"Earth and Planetary Sciences
Social Sciences
",
"Oladipo, Chidinma Martha",57219412251,1,"Pharmacology, Toxicology and Pharmaceutics
Environmental Science
",
"Akinnuli, Olufemi Basil",57211796122,1,"Economics, Econometrics and Finance
Energy
",
"Akinleye, Margareth",56685661900,1,"Agricultural and Biological Sciences
Social Sciences
",
"Aiyelari, Peter",56685608000,1,"Agricultural and Biological Sciences
Environmental Science
",
"Jacob, Kayode Sunday",24776006700,1,"Multidisciplinary
",
"Dada, Olusegun A.",56266556100,31,"Earth and Planetary Sciences
Environmental Science
Agricultural and Biological Sciences
Medicine
Engineering
Arts and Humanities
Physics and Astronomy
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
Chemistry
",0000-0001-8020-3323
"Akinwekomi, Akeem Damilola",55575917100,29,"Engineering
Materials Science
Physics and Astronomy
Computer Science
Multidisciplinary
Chemical Engineering
Chemistry
Mathematics
Medicine
Environmental Science
Biochemistry, Genetics and Molecular Biology
",0000-0003-2943-3654
"Lajide, Labunmi",6603199433,69,"Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Biochemistry, Genetics and Molecular Biology
Environmental Science
Medicine
Chemical Engineering
Materials Science
Engineering
Energy
Multidisciplinary
",
"Fasinmirin, Johnson Toyin",35107107300,28,"Agricultural and Biological Sciences
Engineering
Earth and Planetary Sciences
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Energy
Social Sciences
Computer Science
Economics, Econometrics and Finance
Medicine
",
"Pouye, Modou",57202954313,2,"Engineering
Energy
Environmental Science
Mathematics
",
"Akintunde, Aremu Mutalubi",57211791705,1,"Economics, Econometrics and Finance
Energy
",
"Fuwape, Ibiyinka A.",6506962159,53,"Earth and Planetary Sciences
Environmental Science
Physics and Astronomy
Mathematics
Engineering
Computer Science
Medicine
Materials Science
Chemical Engineering
Neuroscience
Energy
Agricultural and Biological Sciences
Chemistry
Immunology and Microbiology
Health Professions
Social Sciences
",0000-0001-7525-9293
"Adedeji, Yomi Michael Daisiowa",55351686500,12,"Engineering
Social Sciences
Environmental Science
Business, Management and Accounting
Materials Science
",
"Adekola, A. S.",57076410300,1,"Multidisciplinary
",
"Edremoda, E. O.",37058762800,1,"Agricultural and Biological Sciences
",
"Akinwumi, Iseoluwa Moses",57467208100,1,"Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
",
Alatise,57210602381,1,"Engineering
Agricultural and Biological Sciences
Energy
",
"Adegoroye, A. A.",57208671898,1,"Multidisciplinary
",
"Gurgur, Emmanuel",57203245830,4,"Environmental Science
Physics and Astronomy
Materials Science
Chemical Engineering
Engineering
Earth and Planetary Sciences
Chemistry
",
"Akinterinwa, Elizabeth Tomilayo",58167393000,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",
"Ajileye, J. O.",57223300851,1,"Materials Science
",
"Ejiwoye, Rasaki Oluwole",53863563600,1,"Social Sciences
",
"Odejayi, O. J.",42262367500,1,"Agricultural and Biological Sciences
",
"Adewumi, J. A.",54953698100,1,"Veterinary
Agricultural and Biological Sciences
",
"Balogun, Olayinka Mary",57221519783,1,"Multidisciplinary
",
"Okhankhuele, Omonigho T.",56095398700,2,"Arts and Humanities
Economics, Econometrics and Finance
Social Sciences
",
"B, Ogunlade",57219990042,1,"Medicine
Biochemistry, Genetics and Molecular Biology
Neuroscience
",
"Arijeloye, Bamidele Temitope",57387353300,1,"Engineering
",
"Abiagom, M. C.",23007668300,1,"Immunology and Microbiology
Agricultural and Biological Sciences
Medicine
",
"Adewumi, P. O.",6505496490,1,"Agricultural and Biological Sciences
",
"Taiwo, Balogun Emmanuel",58160284600,1,"Agricultural and Biological Sciences
Environmental Science
",
"Ojo, S. S.",55203802600,1,"Engineering
Physics and Astronomy
Materials Science
",
"John, Adenike Mojisola",58193405300,1,"Social Sciences
Agricultural and Biological Sciences
",
"Moshood, S. A.",54881240300,1,"Chemistry
",
"Kemisola, Ogundele Esther",57740528600,1,"Social Sciences
Agricultural and Biological Sciences
",
"Aragbaiye, Funmi P.",56538702500,1,"Medicine
",
"Lawal, Akeem Olalekan",24076298200,37,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Environmental Science
Agricultural and Biological Sciences
Chemistry
Immunology and Microbiology
Materials Science
Chemical Engineering
Multidisciplinary
Earth and Planetary Sciences
Computer Science
Neuroscience
",
"Adeyemo, Adebayo J.",42160916700,10,"Agricultural and Biological Sciences
Environmental Science
Materials Science
Immunology and Microbiology
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
",0000-0002-7362-4143
"Aminu, K. A.",57739245400,1,"Engineering
",
"Sandewa, Oreoluwa E.",57226388876,1,"Agricultural and Biological Sciences
",
"Awoniyi, T. A.M.",6508334012,8,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Veterinary
Medicine
Immunology and Microbiology
Environmental Science
Nursing
",
"Fakorede, Adewale Stephen",57474572800,1,"Medicine
Pharmacology, Toxicology and Pharmaceutics
",
"Jiddah-Kazeem, Bidemi",57226573453,1,"Agricultural and Biological Sciences
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
",
"Afolabi, Nasifudeen O.",57221948468,2,"Environmental Science
Physics and Astronomy
Materials Science
Earth and Planetary Sciences
Chemical Engineering
Engineering
Agricultural and Biological Sciences
",
"Lawal, Abiodun Ismail",57209584188,47,"Earth and Planetary Sciences
Engineering
Energy
Chemical Engineering
Environmental Science
Physics and Astronomy
Materials Science
Social Sciences
Agricultural and Biological Sciences
Chemistry
Computer Science
Business, Management and Accounting
Economics, Econometrics and Finance
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
",0000-0002-5234-3596
"Ajayi, Babatunde",8878043800,12,"Agricultural and Biological Sciences
Environmental Science
Materials Science
Chemical Engineering
Engineering
Social Sciences
",
"Olawale, Olumide Emmanuel",57219519408,1,"Engineering
",
"Agbaje, Nelson",57222060047,1,"Engineering
Agricultural and Biological Sciences
Energy
",
"Oni, Oluwaseun Augustine",58407439300,1,"Earth and Planetary Sciences
Engineering
Environmental Science
",
"Falade, Ayodele M.",58334988100,1,"Engineering
Agricultural and Biological Sciences
Energy
Biochemistry, Genetics and Molecular Biology
",
"Famoriyo, O. A.",6504148399,2,"Social Sciences
Environmental Science
Earth and Planetary Sciences
",
"Awonyemi, Olatunde Isaac",57205578550,3,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
",
"Mogaji, Taye Stephen",55503606000,7,"Engineering
Energy
Physics and Astronomy
Materials Science
Mathematics
",
"Dada, Abolaji D.",24279424700,4,"Business, Management and Accounting
Social Sciences
Computer Science
Energy
Economics, Econometrics and Finance
Engineering
Decision Sciences
",
"Oduola, Temitope",57409491800,1,"Agricultural and Biological Sciences
",
"Onyekwelu, Jonathan Chukwujekwu",6508142216,21,"Agricultural and Biological Sciences
Environmental Science
Social Sciences
Energy
Engineering
Immunology and Microbiology
Materials Science
Chemical Engineering
",0000-0003-1473-178X
"Emmanuel, Israel",55575790000,15,"Earth and Planetary Sciences
Physics and Astronomy
Engineering
Energy
Materials Science
Social Sciences
Multidisciplinary
Environmental Science
",0000-0002-4587-3783
"Osowe, Olufemi Clement",57983172500,1,"Agricultural and Biological Sciences
Veterinary
",
"Inomisan, Ofuya Thomas",57214148852,1,"Agricultural and Biological Sciences
",
"Taiwo, Abraham Adeniyi",37073429800,11,"Social Sciences
Engineering
Business, Management and Accounting
Environmental Science
Earth and Planetary Sciences
Energy
Agricultural and Biological Sciences
",
"Atanda, Halimat Chisom",57450455200,3,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Medicine
",
"Famusiwa, Courage Dele",57202920994,8,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Environmental Science
Neuroscience
",0000-0002-2981-3553
"Somefun, Oluwasegun Ayokunle",57207841623,5,"Engineering
Computer Science
Physics and Astronomy
Mathematics
",0000-0002-5171-8026
"Ajoke, Akinsowon Omoyele",57193378336,1,"Computer Science
",
"Ademiluyi, Adedayo Oluwaseun",26664394200,103,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Chemistry
Nursing
Chemical Engineering
Engineering
Neuroscience
Environmental Science
Immunology and Microbiology
Social Sciences
Computer Science
Health Professions
Physics and Astronomy
Materials Science
",0000-0001-8325-1304
"Ogunsemore, Michael Temidayo",15753945700,1,"Social Sciences
Nursing
",
"Adetola, Bukola Omotomilola",56444549400,3,"Environmental Science
Arts and Humanities
",
"Muhammed, Adamu",57208881729,2,"Engineering
Computer Science
",
"Akingbola, Omowunmi O.",57209106959,1,"Agricultural and Biological Sciences
Environmental Science
",
"Dahunsi, Olurotimi Akintunde",35309570200,28,"Engineering
Computer Science
Mathematics
Earth and Planetary Sciences
Physics and Astronomy
Energy
Chemical Engineering
Business, Management and Accounting
Social Sciences
",0000-0002-1283-4104
"Owoeye, Oluranti O.",56006897000,3,"Arts and Humanities
Economics, Econometrics and Finance
Social Sciences
",
"Oyeniyi, David Ajibola",57193264556,2,"Social Sciences
Arts and Humanities
Computer Science
",
"Kolawole, Ifedolapo Elizabeth",57194725599,1,"Materials Science
",
"Aderonke, F. Thompson",56548821000,3,"Computer Science
Engineering
",
"Babarinde, Oluwatosin Damilola",57223184341,1,"Agricultural and Biological Sciences
",
"Salami, Faizah T.",58041469300,1,"Medicine
Neuroscience
Biochemistry, Genetics and Molecular Biology
",
"Adama, Sumaila Isaac",56426264000,1,"Engineering
Materials Science
Chemical Engineering
",
"Ibraheem, R. O.",57197812833,3,"Physics and Astronomy
Chemistry
Materials Science
",0000-0003-4862-5811
"Adekunle Dada, A.",49961065400,1,"Agricultural and Biological Sciences
",
"Awonyemi, Isaac Olatunde",57221200854,3,"Chemistry
Materials Science
Environmental Science
Chemical Engineering
",
"Akinbobola, T. N.",23097200000,1,"Agricultural and Biological Sciences
",
"Ayuk, Michael",55039577600,9,"Earth and Planetary Sciences
Energy
",
"Alaba, Adebola Abosede",57937467400,1,"Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Chemical Engineering
",
"Segun, Odeyemi Charity",57201465026,1,"Computer Science
Engineering
Mathematics
",
"Bamisi, Oluwaseun Cege",57216878301,1,"Agricultural and Biological Sciences
",
"Olowolafe, O. G.",15821154200,1,"Agricultural and Biological Sciences
",
"Akintunde, Mutalubi Aremu",57213356298,4,"Engineering
Materials Science
Computer Science
Physics and Astronomy
Chemical Engineering
Environmental Science
Decision Sciences
",
"Aderibigbe, Ebenezer A.",57813471000,1,"Materials Science
",
"Akinbola, O. A.",57236723300,1,"Engineering
Business, Management and Accounting
Materials Science
",
"Oyerinde, Olubukola Victoria",35975229000,4,"Environmental Science
Agricultural and Biological Sciences
Arts and Humanities
Nursing
Social Sciences
Medicine
",
"Oshodi, Damilola Raymond",57218385613,1,"Agricultural and Biological Sciences
Earth and Planetary Sciences
Decision Sciences
Environmental Science
",
"Olaniyi, Oladipo Oladiti",36652982700,19,"Agricultural and Biological Sciences
Immunology and Microbiology
Medicine
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Environmental Science
Multidisciplinary
Chemical Engineering
Chemistry
",
"Alabi, A. Okunola",35267852700,39,"Environmental Science
Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Chemistry
Immunology and Microbiology
Earth and Planetary Sciences
Engineering
Materials Science
Social Sciences
Chemical Engineering
",0000-0002-0807-9521
"Lawal, Oluranti Mopelola",57218671737,8,"Agricultural and Biological Sciences
Multidisciplinary
Nursing
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Medicine
",
"Rotimi, Awoniran D.",56271967600,1,"Environmental Science
",
"Akanni, Prince Oluleye",56593016200,6,"Engineering
Environmental Science
Business, Management and Accounting
Social Sciences
Arts and Humanities
Earth and Planetary Sciences
Materials Science
Agricultural and Biological Sciences
Computer Science
",
"Mogaji, Kehinde Anthony",24071661600,22,"Environmental Science
Earth and Planetary Sciences
Agricultural and Biological Sciences
Multidisciplinary
Medicine
Energy
Engineering
Mathematics
Decision Sciences
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Social Sciences
Chemistry
",0000-0001-7069-1319
"Dada, Oluwadamilola Olamiiposi",56979895700,1,"Agricultural and Biological Sciences
Nursing
",
"Adebola, Femi B.",57195409486,9,"Mathematics
Multidisciplinary
Engineering
Decision Sciences
Economics, Econometrics and Finance
Social Sciences
",0000-0001-7790-1331
"Olaniran, T. S.",57225223073,1,"Agricultural and Biological Sciences
",
"Ajibade, Temitope Fausat",57208594522,32,"Environmental Science
Engineering
Chemical Engineering
Agricultural and Biological Sciences
Medicine
Chemistry
Biochemistry, Genetics and Molecular Biology
Business, Management and Accounting
Materials Science
Earth and Planetary Sciences
Economics, Econometrics and Finance
Energy
Immunology and Microbiology
Decision Sciences
Physics and Astronomy
Multidisciplinary
Health Professions
Social Sciences
",0000-0002-9596-6734
"Sanusi, Sherif Olumide",57194658415,9,"Earth and Planetary Sciences
Energy
Environmental Science
Engineering
Materials Science
Decision Sciences
Physics and Astronomy
Chemical Engineering
Agricultural and Biological Sciences
Chemistry
",
"Jegede, T.",6506612477,1,"Agricultural and Biological Sciences
",
"Akindoyeni, Inioluwa Ayooluwa",57216856523,3,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Environmental Science
Agricultural and Biological Sciences
Chemistry
Medicine
",
"Oke, David O.",16481312000,4,"Agricultural and Biological Sciences
Environmental Science
",
"Animashaun, I. M.",57217835245,2,"Earth and Planetary Sciences
Multidisciplinary
",
"Akinduro, Josephine Oluwaseun",57552105700,1,"Pharmacology, Toxicology and Pharmaceutics
Medicine
Environmental Science
Chemical Engineering
",
"Adamolekun, Lateef Bankole",58298861200,1,"Arts and Humanities
Social Sciences
Computer Science
",
"Ijomone, Omamuyovwi Meashack",58345800700,3,"Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Social Sciences
Medicine
",
"Ayodele, T. T.",57217047609,1,"Multidisciplinary
",
"Olubukola, Ehinmowo",57196041923,1,"Business, Management and Accounting
",
"Olayiwola, Saheed",57306154600,5,"Medicine
Social Sciences
Nursing
",0000-0003-2500-0229
"Akinwotu, Solape",57279078900,1,"Agricultural and Biological Sciences
",
"Owokotomo, Adekunle Ignatious",57221970907,1,"Physics and Astronomy
Materials Science
Earth and Planetary Sciences
Chemical Engineering
Environmental Science
Engineering
",
"Victor, Omoboyede",58532621400,1,"Biochemistry, Genetics and Molecular Biology
",
"Obimakinde, E. T.",57271055000,1,"Medicine
Immunology and Microbiology
",
"Fasoranbaku, Akin Olusoga",57224950810,1,"Multidisciplinary
",
"Akinbobola, Ebenezer",57222633067,1,"Environmental Science
Agricultural and Biological Sciences
",
"Mustapha, Ayodeji J.",55542535600,1,"Agricultural and Biological Sciences
Chemical Engineering
",
"Iwaloye, Opeyemi",57203188128,39,"Biochemistry, Genetics and Molecular Biology
Medicine
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Computer Science
Chemical Engineering
Agricultural and Biological Sciences
Environmental Science
Engineering
Materials Science
Multidisciplinary
Earth and Planetary Sciences
Immunology and Microbiology
Mathematics
Physics and Astronomy
",0000-0001-6128-2900
"Alao, O. F.",57679326000,1,"Agricultural and Biological Sciences
Nursing
",
"Obadaye, Tobi S.",57217491049,1,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
",
"Lubi, Sylvester Powei",57268165500,2,"Earth and Planetary Sciences
Environmental Science
Agricultural and Biological Sciences
",
"Eigbe, Joy Oseme",57219930943,2,"Biochemistry, Genetics and Molecular Biology
Medicine
",
"Ogundana, Oluwakemi Ruth",57221751936,1,"Biochemistry, Genetics and Molecular Biology
",
"Ologundudu, Foluso Akinbode",57195505725,3,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
",
"O.w, Ilori",57639572700,1,"Earth and Planetary Sciences
",
"Ikudayisi, Ayodele Emmanuel",57205650609,5,"Engineering
Business, Management and Accounting
Social Sciences
Arts and Humanities
Multidisciplinary
",0000-0002-4428-942X
"Ayodele, Adedeke",57211866765,1,"Materials Science
",
"Olaleye, Oluwafemi Oladimeji",57195510294,1,"Environmental Science
",
"Ayobami, Akinyemi Akindamola Olajube",57224215808,2,"Environmental Science
Earth and Planetary Sciences
",
"Kolawolea, Michael O.",55817088800,1,"Engineering
Computer Science
",
"Ibrahim, O. I.",57202893254,1,"Engineering
Physics and Astronomy
Materials Science
",
"Adesuyi, A. S.",6508028339,1,"Agricultural and Biological Sciences
",
"Ikusika, Sunday Felix",57192645021,1,"Social Sciences
Agricultural and Biological Sciences
",
"Amujede, M.",57191369105,1,"Engineering
Physics and Astronomy
Materials Science
",
"Jerry, Jacob Victor",58163536600,1,"Business, Management and Accounting
Economics, Econometrics and Finance
Environmental Science
Social Sciences
",
"Ogunti, Erastus O.",24824995900,10,"Engineering
Computer Science
Earth and Planetary Sciences
Mathematics
Materials Science
Agricultural and Biological Sciences
Economics, Econometrics and Finance
Physics and Astronomy
Social Sciences
",
"Momoh, Samuel O.",58036473100,1,"Environmental Science
",
"Odebiyi, K. A.",16480943700,1,"Agricultural and Biological Sciences
Environmental Science
",
"Kayode, S. J.",24481189200,3,"Mathematics
Multidisciplinary
",
"Okosodo, E. F.",57226864420,2,"Social Sciences
Agricultural and Biological Sciences
",
"Adetola, Mayowa Blessing",57217252892,1,"Pharmacology, Toxicology and Pharmaceutics
Medicine
Environmental Science
Chemical Engineering
",
"Olawale, Jeje Temitope",57219350145,2,"Immunology and Microbiology
Medicine
Pharmacology, Toxicology and Pharmaceutics
",
"Enikanselu, Pius Adekunle",6504350129,9,"Earth and Planetary Sciences
Energy
Physics and Astronomy
Materials Science
Multidisciplinary
Environmental Science
",
"Odeyemi, Olatunji",58427794600,2,"Immunology and Microbiology
Medicine
Multidisciplinary
",
"Akindahunsi, A. A.",56490622600,97,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Nursing
Environmental Science
Chemistry
Engineering
Chemical Engineering
Immunology and Microbiology
Neuroscience
Economics, Econometrics and Finance
Veterinary
Computer Science
",0000-0003-1969-1967
"Ojeme, Victor Chika",57210604144,1,"Environmental Science
Chemical Engineering
",
"Asha, A. R.",56872719900,1,"Chemistry
",
"Ipinmoroti, K. O.",6603265947,23,"Agricultural and Biological Sciences
Environmental Science
Engineering
Earth and Planetary Sciences
Biochemistry, Genetics and Molecular Biology
Chemistry
Medicine
Nursing
Pharmacology, Toxicology and Pharmaceutics
Materials Science
Chemical Engineering
Multidisciplinary
",
"Fajemisin, Adetomilola Victoria",57192830210,5,"Materials Science
Engineering
Chemical Engineering
Computer Science
Environmental Science
Mathematics
Energy
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Chemistry
",
"Kayode Francis, Akingbade",56039850500,1,"Energy
",
"Olayeriju, Olanrewaju Sam",57195367305,8,"Medicine
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Chemistry
Pharmacology, Toxicology and Pharmaceutics
",0000-0002-0644-170X
"Ashamo, Michael O.",8963733400,2,"Agricultural and Biological Sciences
Environmental Science
",
"Oduleye, Samson O.",57213780091,1,"Agricultural and Biological Sciences
",
"Akindele, Abimbola",57200151103,1,"Engineering
Computer Science
",
"Iroegbu, Joy Dubem",57217069461,7,"Neuroscience
Medicine
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Psychology
",
"Abasilim, Angela",57705319300,1,"Social Sciences
Earth and Planetary Sciences
",
"Osho, Halimat",57224076568,1,"Agricultural and Biological Sciences
",
"Ajiboye, Praise Blessing",57194797684,1,"Agricultural and Biological Sciences
Nursing
",
"Adebayo, Thomas",57193163826,1,"Agricultural and Biological Sciences
",
"Kayode, Fakunle Samuel",58038104500,2,"Energy
Computer Science
Environmental Science
Social Sciences
",
"Omotayo Opeyemi, Johnson",58107732800,1,"Agricultural and Biological Sciences
Chemistry
",
"Olawale, Anthony O.",57803390900,1,"Immunology and Microbiology
",
"Babatola, Josiah Oladele",21734390800,16,"Engineering
Environmental Science
Materials Science
Energy
Social Sciences
Chemical Engineering
Multidisciplinary
",
"Adavi, A. A.",57191853778,1,"Engineering
Earth and Planetary Sciences
Social Sciences
",
"Hassan, K. O.",57198093410,1,"Agricultural and Biological Sciences
",
"Ewulo, Babatunde Sunday",8869527200,15,"Agricultural and Biological Sciences
Environmental Science
Earth and Planetary Sciences
Engineering
Medicine
Materials Science
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Computer Science
",
"Kuyoro, Esther Bosede",57218954024,1,"Agricultural and Biological Sciences
",
"Hamilton, Adenule O.",57216431995,1,"Multidisciplinary
",
"Ogunbusuyi, Opeyemi Peter",58163538800,1,"Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
Environmental Science
",
"Arowolo, Ayomide Victor",57671669300,1,"Environmental Science
Medicine
",
"Ogunsona, D. A.",57329329300,1,"Physics and Astronomy
",
"Akintewe, B. N.",36117488100,1,"Multidisciplinary
",
"Adu, Olufemi Adesanya",35331685600,16,"Agricultural and Biological Sciences
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Social Sciences
Veterinary
",
"Oni, Patricia Yetunde",57200151112,1,"Engineering
Computer Science
",
"Akinola, Olanrewaju David",54971009400,1,"Agricultural and Biological Sciences
Environmental Science
",
"Masud, Abdullahi Olawale",57204141754,1,"Computer Science
Engineering
Social Sciences
",
"Ibironke, Olajide Timothy",55218497900,6,"Business, Management and Accounting
Engineering
",
"Titus, Odiase E.",57223321000,2,"Engineering
Business, Management and Accounting
Decision Sciences
",
"Gabriel, Ajayi",56996843900,1,"Engineering
",
"Abubakar-Karma, Aisha T.",57220786118,1,"Social Sciences
Earth and Planetary Sciences
",
"Ogonnoh, Olayemi Bosede",56389558300,1,"Agricultural and Biological Sciences
Environmental Science
",
"Obe, Olumide O.",36057146800,21,"Computer Science
Engineering
Social Sciences
Physics and Astronomy
Business, Management and Accounting
Decision Sciences
Energy
Arts and Humanities
Multidisciplinary
",
Kanyio,58514626400,1,"Engineering
",
"Owoeye, G.",57223299879,1,"Agricultural and Biological Sciences
",
"Omoya, Funmilola Oluyemi",15754136800,12,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Medicine
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Social Sciences
Nursing
",
"Precious, Adeniran Tosin",57204283366,1,"Social Sciences
Agricultural and Biological Sciences
",
"Alabi, Oluwapelumi",57344712300,1,"Mathematics
Decision Sciences
",0000-0002-5929-1549
"Akinbode, F. A.",43061059500,1,"Agricultural and Biological Sciences
Environmental Science
",
"Yusuf, Habeeb Ajibola",57212650121,2,"Engineering
Agricultural and Biological Sciences
Energy
Chemical Engineering
",
"Omayoned, T. P.",58002370200,1,"Physics and Astronomy
Chemistry
Chemical Engineering
",
"Ayeni, Oluwafemi Akinlolu",57210377682,1,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
",
"Olusola, Omosebi Akinwale",58144547600,1,"Earth and Planetary Sciences
Engineering
Environmental Science
",
"Chibueze, Osuji Samuel",57264032800,1,"Biochemistry, Genetics and Molecular Biology
Medicine
",
"Abiolu, Oluremi Adenike",55097115600,7,"Social Sciences
Energy
Environmental Science
Computer Science
Arts and Humanities
Engineering
Agricultural and Biological Sciences
",
"Arannilewa, Samuel Taiwo",8680859200,5,"Biochemistry, Genetics and Molecular Biology
Nursing
Agricultural and Biological Sciences
",
"Onajite, Solomon A.",58020739800,3,"Engineering
Business, Management and Accounting
Computer Science
",
"Jimoh, Afolabi",57208009941,1,"Engineering
",
"Igbe, Festus Omotere",57219432361,6,"Chemistry
Chemical Engineering
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
Medicine
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
",
"Orunmoluyi, Olamide Seyi",57218543211,3,"Medicine
Environmental Science
Social Sciences
Mathematics
Agricultural and Biological Sciences
",0000-0002-6631-4462
"Mercy, Faloni Taiwo",57224891554,1,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
",
"Ikumapayi, Catherine Mayowa",57212386469,4,"Materials Science
Engineering
",
"Oyelade, Ayomide Miracle",58527671200,1,"Agricultural and Biological Sciences
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
",
"Adenawoola, A. R.",8276350100,3,"Agricultural and Biological Sciences
Environmental Science
",
"Akinboboye, A. O.",6504366968,2,"Medicine
Biochemistry, Genetics and Molecular Biology
",
"Ale, Oluwatosin Moses",57452223400,2,"Agricultural and Biological Sciences
Environmental Science
",
"Ojeniyi, Stephen O.",6602507691,42,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Earth and Planetary Sciences
Environmental Science
Immunology and Microbiology
Multidisciplinary
Nursing
Medicine
",
"Aboyeji, S. T.",57221954853,1,"Physics and Astronomy
Earth and Planetary Sciences
Materials Science
Chemical Engineering
Environmental Science
Engineering
",
"Ojo, Joseph Sunday",36958381900,109,"Earth and Planetary Sciences
Computer Science
Physics and Astronomy
Engineering
Environmental Science
Materials Science
Decision Sciences
Multidisciplinary
Energy
Chemical Engineering
Social Sciences
Mathematics
",0000-0001-9329-1799
"Ogundele, Oladipupo Akinleye",57273461900,1,"Engineering
",
"Ekom, R. I.",55801683800,1,"Engineering
",
"Daramola, Y. S.",56646590200,1,"Chemistry
",
"Nzekwu, Anthony I.",57777629200,1,"Energy
Earth and Planetary Sciences
",
"Famuwagun, Idowu Babadele",36933975000,4,"Agricultural and Biological Sciences
Environmental Science
Medicine
",
"Ologun, A. G.",12752351500,5,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Environmental Science
Earth and Planetary Sciences
Medicine
Veterinary
",
"Omotayo, O. O.",57926193900,1,"Engineering
",
"Obani, U. P.",56986641100,1,"Agricultural and Biological Sciences
",
"Aladeselu, Olubukola H.",57204174675,1,"Agricultural and Biological Sciences
",
"Crown, Olamide Olajusi",55575907800,14,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Chemistry
Environmental Science
Agricultural and Biological Sciences
Multidisciplinary
Neuroscience
",
"Eboreime, Idowu Victor",55863644300,1,"Engineering
",
"Olusola, Olajide Ibukun Olu",56940592100,24,"Materials Science
Physics and Astronomy
Engineering
Energy
Mathematics
Chemistry
Medicine
Multidisciplinary
Computer Science
",
"Olamiju, Isaac Oluwadare",57192077555,2,"Social Sciences
Environmental Science
",
"Ajayi, O. C.",57216726673,1,"Earth and Planetary Sciences
Environmental Science
",
"Tolulope, Olaleye Mary",56419963800,3,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",
"Adejuwon, Joy Funsho",58154552000,1,"Medicine
Biochemistry, Genetics and Molecular Biology
Neuroscience
",
"Agboola, Ebenezer A.",58036598000,1,"Environmental Science
",
"Idowu, Gideon Aina",57211212984,11,"Environmental Science
Medicine
Agricultural and Biological Sciences
Earth and Planetary Sciences
Energy
Materials Science
Engineering
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
",
"Ogedengbe, Ikeoluwa",57222250713,1,"Engineering
",
